ParticipantName,TeamName,Position,Accurate long balls per 90,Accurate passes per 90,Assists,Big chances created,Big chances missed,Blocks per 90,Chances created,Clean sheets,Clearances per 90,Expected assist (xA),Expected assist (xA) per 90,Expected goals (xG),Expected goals (xG) per 90,Expected goals on target (xGOT),Fouls committed per 90,Goals conceded per 90,Goals per 90,Goals prevented,Interceptions per 90,Penalties conceded,Penalties won,Possession won final 3rd per 90,Red cards,Save percentage,Saves per 90,Shots on target per 90,Successful dribbles per 90,Top scorer,Yellow cards
Diego Pampin,Levante,DEF,,,,,,,1.0,,,0.1,,0.0,,,,,,,,,,,,,,,,,2.0
Diego Rico,Getafe,DEF,1.4,20.5,,1.0,,0.2,10.0,,2.8,0.9,0.05,0.2,0.01,0.0,1.1,,,,1.6,,,0.2,,,,0.1,0.4,,2.0
Dimitri Foulquier,Valencia CF,DEF,1.4,34.4,,,,0.1,6.0,,3.1,0.3,0.02,0.6,0.04,0.2,1.3,,,,0.6,1.0,,0.2,,,,0.1,0.8,,1.0
Djené,Getafe,DEF,1.9,23.9,,,,0.5,1.0,,5.7,0.1,0.01,0.1,0.01,,0.9,,,,0.7,,1.0,0.1,,,,,0.3,,5.0
Djibril Sow,Sevilla,MID,1.5,34.3,,1.0,1.0,0.1,13.0,,0.5,0.8,0.06,0.9,0.07,1.9,1.8,,0.15,,1.0,,,0.1,,,,0.3,0.2,2.0,3.0
Dodi Lukebakio,Sevilla,ATT,,,,1.0,,,9.0,,,0.9,,0.1,,0.4,,,,,,,,,,,,,,1.0,
Domingos Duarte,Getafe,DEF,2.4,23.1,,,,0.4,,,6.9,0.1,0.0,0.5,0.03,0.1,1.2,,,,1.0,1.0,,0.1,,,,0.1,,,7.0
Donny van de Beek,Girona,MID,,,,,,,,,,0.1,,0.1,,0.3,,,,,,,,,,,,,,,
Dro Fernandez,Barcelona,ATT,,,,,,,2.0,,,0.1,,,,,,,,,,,,,,,,,,,
Duje Caleta-Car,Real Sociedad,DEF,2.6,52.1,,,1.0,0.9,3.0,,4.7,0.5,0.04,0.6,0.05,0.0,1.3,,,,1.0,,,,1.0,,,0.1,,,4.0
Edu Exposito,Espanyol,ATT,2.6,29.6,5.0,8.0,2.0,0.1,55.0,,1.1,5.2,0.32,1.3,0.08,0.8,0.8,,,,0.8,,,0.4,,,,0.4,1.0,,3.0
Eduardo Camavinga,Real Madrid,MID,2.9,60.0,,1.0,,0.4,8.0,,1.3,1.2,0.14,1.0,0.11,1.2,1.7,,0.11,,0.8,,,0.7,,,,0.2,1.2,1.0,
Endrick,Real Madrid,ATT,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Enrique Barja,Osasuna,ATT,1.9,15.1,,,,0.5,2.0,,1.9,0.2,0.1,0.1,0.03,,1.9,,,,,,,,,,,,0.9,,2.0
Eray Cömert,Valencia CF,DEF,,,,,,,1.0,,,0.1,,0.3,,0.3,,,,,,,,,,,,,,1.0,1.0
Eric Bailly,Real Oviedo,DEF,,,,,,,,,,0.2,,0.2,,,,,,,,,,,,,,,,,1.0
Eric Garcia,Barcelona,DEF,2.4,65.1,1.0,1.0,2.0,0.4,22.0,,2.6,1.2,0.06,2.6,0.13,1.7,1.2,,0.05,,1.7,1.0,,0.3,,,,0.3,0.1,1.0,2.0
Etta Eyong,Levante,ATT,0.5,10.1,3.0,3.0,8.0,,12.0,,0.9,1.3,0.09,7.3,0.47,6.7,1.4,,0.39,,0.2,,,1.0,,,,1.1,0.5,6.0,2.0
Ezequiel Ávila,Real Betis,ATT,,,,,2.0,,4.0,,,0.3,,1.5,,0.7,,,,,,,,,,,,,,1.0,4.0
Fabio Cardoso,Sevilla,DEF,,,,,,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,
Facundo Garces,Alavés,DEF,,,,,,,,,,0.0,,0.1,,0.1,,,,,,,,,,,,,,,2.0
Federico Redondo,Elche,MID,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,
Federico Valverde,Real Madrid,DEF,2.4,54.4,6.0,5.0,1.0,0.3,31.0,,2.0,2.9,0.15,1.5,0.08,1.2,0.5,,,,0.8,,,0.5,,,,0.4,0.7,,2.0
Federico Vinas,Real Oviedo,ATT,0.5,14.1,,3.0,7.0,0.1,16.0,,0.5,1.6,0.12,4.0,0.31,3.4,2.2,,0.23,,0.5,,,0.3,3.0,,,0.8,1.9,3.0,2.0
Fer Lopez,Celta de Vigo,ATT,,,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,
Ferland Mendy,Real Madrid,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Fermin Lopez,Barcelona,ATT,1.9,38.1,4.0,9.0,4.0,,19.0,,0.3,2.6,0.26,3.7,0.38,1.9,1.5,,0.4,,0.3,,,0.8,,,,1.4,2.0,4.0,2.0
Fernando Calero,Espanyol,DEF,3.2,47.7,,1.0,4.0,1.6,3.0,,5.6,0.1,0.01,1.6,0.1,0.0,0.4,,,,1.3,,,,,,,0.1,0.1,,3.0
Ferran Torres,Barcelona,ATT,0.3,14.9,1.0,3.0,17.0,0.1,17.0,,0.3,1.2,0.09,11.3,0.8,9.3,0.6,,0.85,,0.2,,,0.6,,,,1.8,0.4,12.0,2.0
Ferrán Jutglà,Celta de Vigo,ATT,0.5,17.5,1.0,1.0,2.0,0.1,8.0,,0.9,0.7,0.09,2.5,0.31,4.1,1.1,,0.25,,0.2,,,0.2,,,,1.4,0.6,2.0,3.0
Filip Ugrinic,Valencia CF,MID,2.5,36.7,3.0,3.0,,0.3,8.0,,2.0,1.0,0.14,0.5,0.07,0.1,1.2,,,,0.9,,,0.6,,,,0.1,0.9,,2.0
Flavien Boyomo,Osasuna,DEF,1.8,33.2,1.0,2.0,,0.7,7.0,,4.6,0.8,0.05,0.5,0.03,0.7,1.2,,0.06,,0.6,1.0,,0.1,,,,0.1,0.2,1.0,4.0
Florian Lejeune,Rayo Vallecano,DEF,4.2,53.7,,1.0,,0.8,9.0,,5.6,0.3,0.01,1.1,0.05,1.4,1.6,,,,1.1,,,0.0,,,,0.3,0.2,,3.0
Fran Beltrán,Celta de Vigo,MID,,,,1.0,,,,,,,,,,0.6,,,,,,,,0.1,,,,0.1,0.3,,
Fran Beltrán,Girona,MID,3.0,55.4,,,,0.4,2.0,,0.8,0.2,0.03,0.3,0.04,,1.5,,,,1.0,,,,,,,,,,1.0
Fran Pérez,Rayo Vallecano,ATT,0.3,20.5,,3.0,2.0,0.1,11.0,,0.3,1.1,0.14,1.1,0.14,1.0,1.0,,0.13,,0.3,,,0.6,,,,0.6,1.0,1.0,2.0
Francisco Garcia,Real Madrid,DEF,,,,,1.0,,2.0,,,0.3,,0.7,,1.3,,,,,,,,,1.0,,,,,1.0,
Franco Mastantuono,Real Madrid,ATT,0.8,40.0,,2.0,3.0,,9.0,,0.1,1.7,0.21,2.1,0.25,1.6,1.8,,0.12,,0.2,,,1.0,,,,0.5,1.8,1.0,4.0
Frenkie de Jong,Barcelona,MID,2.5,75.2,4.0,8.0,,0.3,26.0,,0.9,2.8,0.19,0.7,0.05,0.3,0.7,,,,1.1,,,0.3,1.0,,,0.1,0.3,,4.0
Gabriel Suazo,Sevilla,MID,2.2,37.8,1.0,4.0,,0.2,29.0,,2.0,2.6,0.2,0.4,0.03,0.3,0.9,,,,1.1,,,0.4,,,,0.2,0.7,,3.0
Gavi,Barcelona,MID,,,1.0,,,,3.0,,,0.1,,,,,,,,,,,,,,,,,,,
Georges Mikautadze,Villarreal,ATT,0.5,11.0,3.0,4.0,10.0,0.1,10.0,,0.4,1.1,0.1,4.2,0.38,6.1,0.7,,0.45,,0.3,,,0.3,,,,1.4,1.1,5.0,
Gerard Fernandez,Sevilla,ATT,1.5,27.6,1.0,,,,15.0,,0.2,0.7,0.08,0.9,0.1,2.2,1.1,,0.22,,0.1,,,0.1,,,,0.6,1.5,2.0,6.0
Gerard Gumbau,Rayo Vallecano,MID,2.3,38.9,1.0,,,0.5,7.0,,3.0,0.4,0.1,0.2,0.05,0.5,4.6,,,,0.7,1.0,,0.9,,,,0.9,0.9,,3.0
Gerard Martin,Barcelona,DEF,2.5,71.6,,1.0,,0.4,10.0,,3.9,0.6,0.05,0.0,0.0,,0.5,,,,1.2,,,0.1,,,,,0.4,,4.0
Gerard Moreno,Villarreal,ATT,2.8,27.5,,4.0,2.0,0.1,18.0,,0.7,1.6,0.2,3.7,0.46,3.7,1.0,,0.86,,0.4,,1.0,0.6,,,,1.2,1.1,7.0,
Germán Valera,Elche,MID,0.9,34.3,3.0,5.0,1.0,0.3,24.0,,1.2,2.6,0.14,2.0,0.11,2.6,1.3,,0.22,,0.6,,,0.6,,,,0.4,1.2,4.0,2.0
Giacomo Raspadori,Atlético de Madrid,ATT,0.4,28.7,1.0,2.0,1.0,,4.0,,0.4,0.6,0.25,0.7,0.27,1.7,1.2,,,,,,,0.8,,,,1.2,0.4,,1.0
Giovani Lo Celso,Real Betis,ATT,2.5,49.0,2.0,6.0,2.0,,25.0,,0.3,2.0,0.17,2.4,0.2,3.4,0.6,,0.16,,0.4,1.0,,0.9,,,,0.8,1.1,2.0,3.0
Giuliano Simeone,Atlético de Madrid,MID,0.5,31.9,5.0,6.0,7.0,0.1,20.0,,0.5,3.4,0.2,3.8,0.22,2.5,1.0,,0.12,,0.8,,,0.6,,,,0.5,1.4,2.0,1.0
Goduine Koyalipou,Levante,ATT,,11.7,,1.0,1.0,,1.0,,1.5,0.2,0.09,1.0,0.38,1.1,0.8,,0.38,,0.4,,,0.4,,,,1.5,3.4,1.0,1.0
Goncalo Guedes,Real Sociedad,ATT,1.0,19.3,2.0,4.0,2.0,,16.0,,0.4,1.7,0.13,2.8,0.21,5.6,0.9,,0.45,,0.2,,,0.5,,,,1.0,1.1,6.0,1.0
Gonzalo Garcia,Real Madrid,ATT,0.3,21.1,,,3.0,,3.0,,0.8,0.3,0.07,2.5,0.65,2.6,1.0,,0.77,,0.3,,,0.5,,,,1.3,0.3,3.0,1.0
Gorka Carrera,Real Sociedad,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Gorka Guruzeta,Athletic Club,ATT,0.7,14.6,1.0,5.0,7.0,,14.0,,0.7,1.1,0.08,5.5,0.4,3.5,1.8,,0.15,,0.3,,,0.7,1.0,,,0.9,0.5,2.0,1.0
Grady Diangana,Elche,MID,0.5,23.8,,1.0,,0.5,6.0,,1.0,0.3,0.05,0.5,0.09,0.4,1.5,,0.17,,0.7,1.0,,,,,,0.2,0.7,1.0,1.0
Haissem Hassan,Real Oviedo,ATT,2.3,18.6,2.0,1.0,1.0,,15.0,,0.4,2.7,0.19,1.3,0.09,0.5,0.4,,,,0.2,,,0.8,,,,0.4,3.3,,1.0
Hector Bellerin,Real Betis,DEF,1.2,41.8,2.0,4.0,,0.1,18.0,,4.4,1.9,0.15,0.1,0.01,0.4,0.8,,,,0.6,,,0.3,,,,0.3,0.4,,1.0
Hugo Burcio,Celta de Vigo,Code_2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Hugo Duro,Valencia CF,ATT,0.4,13.6,,1.0,4.0,0.4,12.0,,1.1,0.7,0.05,5.2,0.36,5.5,1.0,,0.49,,0.2,,,0.3,,,,0.7,0.2,7.0,5.0
Hugo Rincon,Girona,MID,0.6,32.1,,1.0,1.0,0.5,7.0,,2.4,0.6,0.05,0.6,0.05,,1.6,,,,0.3,1.0,1.0,0.1,,,,,0.5,,2.0
Hugo Solozabal,Getafe,Code_2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Hugo Sotelo,Celta de Vigo,MID,3.2,61.6,1.0,4.0,,0.7,20.0,,1.3,1.6,0.15,0.1,0.01,0.2,1.8,,,,1.2,,,0.2,,,,0.1,,,2.0
Hugo Álvarez,Celta de Vigo,ATT,0.9,37.7,1.0,2.0,,,9.0,,0.9,0.9,0.14,0.4,0.06,0.5,1.6,,0.32,,0.6,,,0.6,,,,0.3,0.6,2.0,2.0
Héctor Fort,Elche,DEF,,,2.0,,1.0,,4.0,,,0.2,,0.5,,0.8,,,,,,,,,,,,,,1.0,
Iago Aspas,Celta de Vigo,ATT,3.2,41.3,3.0,4.0,1.0,,22.0,,0.1,2.4,0.28,2.7,0.32,3.2,0.2,,0.23,,1.1,,1.0,0.9,,,,0.9,0.8,2.0,3.0
Igor Zubeldia,Real Sociedad,DEF,1.6,40.5,1.0,1.0,,0.7,5.0,,7.6,0.4,0.02,0.2,0.01,,1.5,,,,0.9,,,,,,,0.1,0.1,,7.0
Iker Benito,Osasuna,MID,,,,,,,2.0,,,0.5,,0.6,,0.7,,,,,,,,,,,,,,1.0,1.0
Iker Losada,Levante,ATT,,,,1.0,2.0,,5.0,,,0.4,,1.5,,0.9,,,,,,,,,,,,,,2.0,
Iker Munoz,Osasuna,MID,,,,,,,,,,0.1,,0.1,,0.1,,,,,,,,,,,,,,,3.0
Ilaix Moriba,Celta de Vigo,MID,1.2,31.2,1.0,3.0,2.0,0.2,12.0,,1.1,1.3,0.08,1.0,0.06,0.5,1.3,,,,0.9,,1.0,0.4,,,,0.2,0.4,,4.0
Ilias Akhomach,Rayo Vallecano,MID,0.9,25.6,,,3.0,,,,0.9,0.4,0.12,0.9,0.26,,4.1,,,,0.3,,,0.3,,,,,0.6,,2.0
Ilias Akhomach,Villarreal,MID,,,,1.0,,0.6,5.0,,,,,,,0.6,,,,,,,,,,,,0.6,,,
Ilyas Chaira,Real Oviedo,ATT,0.5,21.5,1.0,2.0,3.0,0.3,8.0,,0.6,0.8,0.06,3.7,0.25,3.4,2.2,,0.14,,0.3,,1.0,0.8,1.0,,,1.1,1.3,2.0,1.0
Inaki Pena,Elche,GK,,39.9,,,,,2.0,4.0,1.1,0.1,0.0,,,,,1.7,,3.4,,,,,,68.8,3.7,,,,
Inaki Williams,Athletic Club,ATT,0.6,13.8,,2.0,3.0,,8.0,,0.4,0.8,0.08,2.6,0.26,2.7,1.2,,0.1,,0.1,,2.0,0.6,,,,1.1,0.3,1.0,1.0
Inigo Arguibide,Osasuna,DEF,,,,,,,1.0,,,0.0,,,,,,,,,,,,,1.0,,,,,,
Inigo Lekue,Athletic Club,DEF,,,,,,,,,,0.1,,0.1,,0.0,,,,,,,,,2.0,,,,,,1.0
Inigo Ruiz de Galarreta,Athletic Club,MID,2.9,40.5,,1.0,,0.2,11.0,,0.8,1.2,0.08,0.6,0.04,0.7,2.5,,0.07,,0.7,,,1.1,,,,0.1,1.7,1.0,8.0
Ionut Andrei Radu,Celta de Vigo,GK,,16.2,,,,,,7.0,1.0,0.0,0.0,,,,,1.0,,1.6,,,,,,75.0,3.1,,0.0,,
Isaac Romero,Sevilla,ATT,0.9,13.7,,2.0,7.0,,7.0,,0.9,0.4,0.04,4.3,0.4,4.1,1.8,,0.28,,0.1,,1.0,0.7,,,,1.0,0.7,3.0,3.0
Isco,Real Betis,ATT,,,1.0,1.0,,,2.0,,,0.2,,0.1,,,,,,,,,,,,,,,,,
Isi Palazon,Rayo Vallecano,ATT,2.1,29.1,3.0,5.0,4.0,0.3,25.0,,0.7,2.8,0.16,4.0,0.23,3.3,1.5,,0.11,,0.1,,,0.2,,,,0.6,1.1,2.0,7.0
Ismael Bekhoucha,Getafe,MID,,,1.0,1.0,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,2.0
Ivan Corralejo,Real Betis,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Ivan Romero,Levante,ATT,0.4,15.1,1.0,2.0,8.0,0.1,13.0,,0.5,1.1,0.07,5.1,0.32,2.8,1.5,,0.25,,0.4,,,0.6,,,,0.6,1.3,4.0,3.0
Iván Balliu,Rayo Vallecano,DEF,,,,,1.0,,1.0,,,0.2,,0.3,,,,,,,,,,,,,,,,,2.0
Iván Martin,Girona,MID,2.6,45.2,1.0,1.0,2.0,0.1,14.0,,1.1,0.9,0.05,0.6,0.03,0.1,1.2,,,,0.6,,,0.3,1.0,,,0.1,1.0,,2.0
Jairo Izquierdo,Elche,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Jan Oblak,Atlético de Madrid,GK,,22.3,,,,,,9.0,0.9,0.0,0.0,,,,,0.8,,2.2,,,,,,71.2,2.0,,,,
Jan Salas,Mallorca,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Jan Virgili,Mallorca,ATT,0.2,16.3,4.0,6.0,,0.2,23.0,,0.6,1.5,0.12,1.5,0.12,1.2,1.0,,,,0.3,,2.0,0.6,,,,0.6,2.5,,
Jano Monserrate,Atlético de Madrid,Code_2,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Javi Galán,Osasuna,DEF,,,1.0,1.0,,,13.0,,,1.2,,0.1,,0.1,,,,,,1.0,,,,,,,,,1.0
Javi Llabrés,Mallorca,ATT,0.7,22.0,,,1.0,,1.0,,2.0,0.1,0.09,0.3,0.17,0.1,2.0,,,,,,,0.7,,,,0.7,0.7,,
Javi Lopez,Real Oviedo,DEF,,,,1.0,,,8.0,,,0.4,,0.1,,,,,,,,,,,,,,,,,
Javi Rodriguez,Celta de Vigo,DEF,2.5,58.6,,,1.0,0.3,6.0,,3.4,0.5,0.03,0.3,0.02,0.2,1.3,,,,0.8,1.0,,0.1,,,,0.1,0.3,,3.0
Javi Rueda,Celta de Vigo,DEF,2.0,26.7,3.0,4.0,1.0,0.5,4.0,,2.4,1.6,0.2,0.8,0.1,0.5,2.0,,0.24,,1.5,,1.0,0.2,,,,0.4,1.2,2.0,3.0
Javier Guerra,Valencia CF,MID,2.3,35.3,2.0,3.0,2.0,0.3,11.0,,1.6,1.2,0.1,1.1,0.1,0.8,1.5,,,,1.1,,,0.2,,,,0.3,1.0,,2.0
Javier Munoz,Getafe,MID,1.3,20.1,,,,0.2,5.0,,1.1,0.8,0.15,0.3,0.06,0.2,0.9,,,,0.8,,,0.6,,,,1.1,0.8,,
Javier Puado,Espanyol,ATT,,,,2.0,6.0,,10.0,,,0.8,,3.5,,3.7,,,,,,,,,,,,,,2.0,2.0
Jeremy Toljan,Levante,DEF,1.6,21.6,3.0,8.0,,0.6,18.0,,2.6,2.2,0.11,0.8,0.04,1.0,0.9,,0.05,,1.0,1.0,,0.2,,,,0.0,,1.0,4.0
Jesus Areso,Athletic Club,DEF,1.1,28.4,1.0,3.0,,0.5,17.0,,2.5,1.1,0.08,0.1,0.01,,1.2,,,,1.1,,,0.3,,,,,0.9,,3.0
Jesus Vázquez,Valencia CF,DEF,1.0,29.5,,,,0.4,7.0,,2.5,0.3,0.04,0.2,0.03,0.2,1.7,,,,0.1,,,0.4,,,,0.3,2.3,,1.0
Jhon Solis,Girona,MID,0.7,34.9,,,,0.2,1.0,,1.9,0.1,0.02,0.2,0.04,0.8,0.5,,,,1.0,,,,,,,0.5,0.7,,
Joan Garcia,Barcelona,GK,,25.4,,,,,,8.0,1.3,0.0,0.0,,,,,0.8,,5.1,0.1,,,,,77.4,2.6,,0.1,,1.0
Joan Jordán,Sevilla,MID,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Joao Cancelo,Barcelona,DEF,,,,1.0,,,1.0,,,0.3,,,,,,,,,,,,,,,,,,,
Joel Roca,Girona,ATT,0.2,19.0,,1.0,1.0,0.1,9.0,,0.8,0.9,0.1,1.4,0.16,1.7,1.1,,0.11,,0.1,,,0.3,,,,0.8,2.8,1.0,3.0
Jofre Carreras,Espanyol,ATT,0.1,14.5,,2.0,,,10.0,,0.7,1.2,0.18,0.7,0.1,0.7,1.5,,,,0.6,,,0.3,,,,0.4,2.2,,1.0
Jofre Torrents,Barcelona,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Johan Mojica,Mallorca,DEF,2.6,30.6,3.0,4.0,,0.1,21.0,,3.1,2.1,0.11,0.3,0.02,0.2,1.1,,,,0.7,,,0.3,,,,0.1,0.6,,3.0
John Donald,Elche,DEF,1.2,36.5,,,,0.2,,,1.9,0.1,0.01,0.4,0.08,0.7,2.6,,0.23,,0.7,,,0.2,,,,0.5,0.5,1.0,2.0
Johnny Cardoso,Atlético de Madrid,MID,,,,1.0,,,2.0,,,0.2,,0.1,,,,,,,,,,,,,,,,,3.0
Jon Aramburu,Real Sociedad,DEF,1.5,31.8,,,2.0,0.3,7.0,,3.2,0.4,0.02,1.5,0.08,1.3,2.2,,0.05,,1.3,,,0.1,,,,0.3,0.2,1.0,7.0
Jon Gorrotxategi,Real Sociedad,MID,1.4,42.9,2.0,1.0,,0.4,11.0,,1.7,0.4,0.02,0.6,0.04,0.8,1.3,,0.06,,1.7,,,0.5,,,,0.1,0.4,1.0,5.0
Jon Guridi,Alavés,ATT,1.3,31.0,,,2.0,,1.0,,1.0,0.1,0.02,1.0,0.17,0.2,1.3,,,,0.5,,,0.5,,,,0.3,0.6,,
Jon Karrikaburu,Real Sociedad,ATT,,,,,2.0,,1.0,,,0.0,,0.9,,0.3,,,,,,,,,,,,,,,
Jon Martin,Real Sociedad,DEF,1.3,44.4,,,2.0,1.2,1.0,,5.7,0.1,0.01,0.7,0.05,0.3,0.9,,,,1.2,1.0,,,,,,0.1,0.4,,4.0
Jon Moncayola,Osasuna,MID,3.2,35.2,4.0,7.0,3.0,0.1,26.0,,1.6,2.3,0.11,1.7,0.08,0.2,1.2,,,,0.7,,,0.4,,,,0.1,0.5,,5.0
Jon Olasagasti,Levante,ATT,2.3,34.7,2.0,3.0,,0.4,7.0,,2.1,0.9,0.16,0.2,0.03,,1.8,,,,0.9,,,0.4,,,,,0.4,,3.0
Jon Pacheco,Alavés,DEF,3.0,39.8,,1.0,,1.2,3.0,,5.6,0.1,0.01,0.3,0.02,,0.5,,,,0.7,,,,,,,,0.1,,3.0
Jones El-Abdellaoui,Celta de Vigo,MID,0.2,16.9,,,2.0,,6.0,,1.8,0.3,0.05,2.3,0.46,1.1,0.6,,0.4,,0.2,,,0.2,,,,0.6,2.0,2.0,
Jonny Otto,Alavés,DEF,1.6,47.0,,2.0,2.0,0.4,11.0,,2.0,1.3,0.06,0.4,0.02,0.4,1.0,,,,1.4,,,0.2,,,,0.1,0.8,,4.0
Jorge Cabello,Levante,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Jorge Herrando,Osasuna,DEF,1.8,29.9,1.0,1.0,1.0,0.7,2.0,,6.8,0.8,0.07,0.3,0.03,,1.4,,,,1.0,,,,,,,,0.2,,2.0
Jorge Montes,Getafe,MID,,,,1.0,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,
Jorge de Frutos,Rayo Vallecano,ATT,0.2,11.7,1.0,1.0,7.0,,19.0,,0.5,2.0,0.12,5.5,0.34,4.7,1.3,,0.43,,0.2,,3.0,0.7,,,,0.9,0.9,7.0,2.0
Josan,Elche,MID,1.3,32.6,2.0,3.0,,0.2,11.0,,0.9,1.7,0.36,0.3,0.06,0.2,1.1,,,,0.2,,,0.2,,,,0.2,1.1,,2.0
Joselu Perez,Getafe,ATT,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Joseph Aidoo,Celta de Vigo,DEF,,,,,2.0,,,,,0.0,,0.2,,,,,,,,2.0,,,,,,,,,
Josip Brekalo,Real Oviedo,ATT,3.0,28.3,,3.0,,,11.0,,0.2,1.1,0.21,0.3,0.05,0.1,1.3,,,,0.6,1.0,,0.6,,,,0.6,0.7,,1.0
José Copete,Valencia CF,DEF,2.6,44.2,,,3.0,0.9,5.0,,5.9,0.6,0.03,1.5,0.09,,1.0,,,,1.1,2.0,,0.2,,,,,0.3,,4.0
José Gayà,Valencia CF,DEF,1.3,27.8,1.0,2.0,1.0,0.3,13.0,,3.2,1.5,0.1,0.6,0.04,0.3,1.1,,0.07,,0.7,,,0.3,1.0,,,0.1,0.3,1.0,5.0
José Giménez,Atlético de Madrid,DEF,,,,,2.0,,,,,0.2,,1.1,,,,,,,,,1.0,,,,,,,,3.0
José Luis Morales,Levante,ATT,,24.6,1.0,2.0,4.0,0.3,6.0,,0.6,0.4,0.11,2.0,0.64,1.5,0.6,,0.32,,0.9,,,0.9,,,,1.3,2.8,1.0,1.0
José Salinas,Espanyol,DEF,,,,,,,3.0,,,0.3,,,,,,,,,,,,,,,,,,,1.0
José Salomon Rondon,Real Oviedo,ATT,0.6,12.8,,,4.0,0.1,5.0,,1.0,0.3,0.03,3.0,0.26,2.7,1.0,,0.17,,0.1,,,0.2,,,,0.4,0.8,2.0,2.0
José Ángel Carmona,Sevilla,DEF,1.9,36.3,3.0,3.0,1.0,0.4,11.0,,3.0,1.1,0.06,0.4,0.02,0.2,1.7,,0.05,,1.4,1.0,,0.2,,,,0.2,0.6,1.0,8.0
Jozhua Vertrouwd,Rayo Vallecano,DEF,,,,,,,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Juan Arango,Girona,ATT,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Juan Cruz,Osasuna,DEF,1.1,27.5,,,1.0,0.6,2.0,,3.3,0.2,0.03,0.4,0.06,,0.6,,,,0.5,1.0,,,,,,,0.3,,
Juan Foyth,Villarreal,DEF,3.0,48.8,,,,1.0,,,5.4,0.2,0.02,0.1,0.01,,0.8,,,,1.5,,,0.1,,,,,0.3,,2.0
Juan Hernández,Real Betis,ATT,1.3,17.0,3.0,6.0,6.0,0.1,27.0,,1.1,1.7,0.09,7.7,0.42,7.5,0.9,,0.44,,0.4,,,0.8,,,,0.8,0.9,8.0,2.0
Juan Iglesias,Getafe,DEF,2.2,18.0,1.0,1.0,,0.3,7.0,,3.9,0.9,0.05,0.8,0.04,1.1,1.7,,0.05,,0.6,,,0.2,,,,0.2,1.0,1.0,2.0
Juan Musso,Atlético de Madrid,GK,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,,,,,1.0
Juanlu Sánchez,Sevilla,DEF,1.5,29.2,2.0,3.0,,,16.0,,1.5,2.0,0.14,0.7,0.05,0.1,1.1,,,,0.6,2.0,1.0,0.4,,,,0.1,1.2,,1.0
Juanmi,Getafe,ATT,,,,,2.0,,3.0,,,0.1,,0.1,,0.1,,,,,,,,,,,,,,1.0,
Jude Bellingham,Real Madrid,ATT,3.0,51.4,3.0,3.0,6.0,0.1,30.0,,0.8,1.7,0.12,5.3,0.37,7.5,1.9,,0.28,,0.8,,,1.1,,,,1.3,1.6,4.0,1.0
Julen Agirrezabala,Valencia CF,GK,,19.1,,,,,1.0,4.0,1.4,0.0,0.0,,,,,1.7,,-4.0,,,,,,64.3,3.0,,,,1.0
Jules Koundé,Barcelona,DEF,1.0,62.5,1.0,2.0,3.0,0.5,11.0,,2.5,1.9,0.11,1.0,0.06,2.0,0.9,,0.06,,0.9,1.0,,0.2,,,,0.2,0.9,1.0,3.0
Julián Álvarez,Atlético de Madrid,ATT,1.1,26.0,3.0,9.0,7.0,,41.0,,0.2,4.1,0.23,6.8,0.38,8.7,0.7,,0.39,,0.1,,,0.8,,,,1.2,1.2,7.0,2.0
Junior Firpo,Real Betis,DEF,,,1.0,2.0,,,7.0,,,0.6,,0.5,,,,,,,,,,,,,,,,,2.0
Kareem Tunde,Levante,ATT,,,,1.0,,,2.0,,,0.1,,0.3,,0.1,,,,,,,,,,,,,,,
Kervin Arriaga,Levante,MID,1.8,36.4,1.0,1.0,,0.8,3.0,,3.0,0.4,0.04,0.2,0.02,0.3,1.4,,0.09,,0.8,,,0.2,,,,0.3,0.4,1.0,4.0
Kike Garcia,Espanyol,ATT,0.2,12.0,1.0,3.0,6.0,0.1,15.0,,1.0,2.1,0.21,4.7,0.48,4.8,1.9,,0.31,,0.2,,,0.8,,,,1.6,0.7,3.0,3.0
