ParticipantName,TeamName,Position,Accurate long balls per 90,Accurate passes per 90,Assists,Big chances created,Big chances missed,Blocks per 90,Chances created,Clean sheets,Clearances per 90,Expected assist (xA),Expected assist (xA) per 90,Expected goals (xG),Expected goals (xG) per 90,Expected goals on target (xGOT),Fouls committed per 90,Goals conceded per 90,Goals per 90,Goals prevented,Interceptions per 90,Penalties conceded,Penalties won,Possession won final 3rd per 90,Red cards,Save percentage,Saves per 90,Shots on target per 90,Successful dribbles per 90,Top scorer,Yellow cards
Kike Salas,Sevilla,DEF,3.3,57.5,,,,0.8,2.0,,8.2,0.2,0.02,0.8,0.09,0.7,1.4,,,,2.1,,1.0,0.1,,,,0.4,0.1,,
Kiko,Getafe,DEF,1.2,24.1,1.0,1.0,,0.1,12.0,,2.2,0.6,0.05,0.1,0.0,,1.0,,,,1.6,,,0.3,,,,0.1,0.4,,2.0
Koke,Atlético de Madrid,MID,4.5,69.6,2.0,2.0,,0.1,16.0,,1.2,1.7,0.11,0.4,0.02,1.5,0.8,,0.13,,0.7,,,0.4,,,,0.2,0.1,2.0,4.0
Kwasi Sibo,Real Oviedo,MID,1.8,31.7,,,,0.2,2.0,,1.4,0.1,0.01,0.3,0.03,0.1,1.4,,,,0.6,,,0.2,,,,0.2,0.2,,1.0
Kylian Mbappé,Real Madrid,ATT,1.0,30.4,4.0,7.0,14.0,,51.0,,,5.3,0.26,19.9,0.97,19.4,0.3,,1.07,,0.1,,4.0,0.9,,,,2.3,2.9,22.0,3.0
Ladislav Krejci,Girona,DEF,,,,,,,,,,0.0,,0.1,,,,,,,,,,,,,,,,,1.0
Lamine Yamal,Barcelona,ATT,1.1,43.2,8.0,20.0,3.0,,53.0,,0.2,7.2,0.43,6.7,0.4,7.7,0.9,,0.53,,0.4,,1.0,0.8,,,,1.6,5.8,9.0,
Lander Astiazaran,Real Sociedad,MID,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Lander Pinillos,Alavés,Code_3,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Largie Ramazani,Valencia CF,ATT,0.5,21.9,1.0,1.0,1.0,,2.0,,,0.4,0.22,1.5,0.74,1.6,3.5,,0.5,,0.5,,,1.0,,,,2.0,4.5,1.0,2.0
Lass Kourouma,Girona,MID,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,
Leander Dendoncker,Real Oviedo,MID,0.9,32.4,,,1.0,0.5,6.0,,2.3,0.5,0.03,0.8,0.05,1.4,0.8,,0.07,,0.8,1.0,,0.1,,,,0.3,0.3,1.0,2.0
Leandro Cabrera,Espanyol,DEF,2.9,33.2,,1.0,4.0,0.6,6.0,,5.3,1.1,0.05,2.1,0.1,1.8,0.8,,0.1,,0.7,,1.0,0.0,,,,0.4,0.2,2.0,1.0
Leo Román,Mallorca,GK,,20.1,,,,,,1.0,0.9,0.1,0.0,,,,0.1,1.6,,1.6,0.1,1.0,,,,69.0,3.5,,,,2.0
Luca Koleosho,Espanyol,ATT,,,,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Lucas Ahijado,Real Oviedo,DEF,1.5,26.2,1.0,1.0,2.0,0.3,5.0,,2.7,0.8,0.08,0.9,0.1,0.4,0.9,,,,1.2,,,0.1,,,,0.2,1.0,,2.0
Lucas Beltran,Valencia CF,ATT,0.6,19.7,2.0,4.0,5.0,0.1,10.0,,0.8,1.3,0.12,2.4,0.23,1.5,1.6,,0.1,,0.3,,1.0,0.4,,,,0.8,1.4,1.0,
Lucas Bergström,Mallorca,GK,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,1.0
Lucas Boye,Alavés,ATT,0.2,14.9,1.0,3.0,6.0,0.2,18.0,,0.7,0.8,0.06,4.4,0.34,4.2,2.5,,0.38,,0.3,,,1.5,1.0,,,0.9,1.9,5.0,
Lucas Cepeda,Elche,ATT,,,,,1.0,,,,,0.0,,0.2,,0.4,,,,,,,,,,,,,,,
Lucas Torro,Osasuna,MID,1.6,30.0,1.0,1.0,1.0,0.2,9.0,,2.1,0.6,0.04,1.1,0.06,0.3,1.4,,,,1.1,,,0.2,,,,0.3,0.4,,5.0
Lucien Agoume,Sevilla,MID,2.5,38.1,2.0,5.0,,0.2,18.0,,1.4,1.1,0.07,0.7,0.04,0.8,1.9,,0.06,,1.4,,,0.4,,,,0.1,0.4,1.0,9.0
Luis Milla,Getafe,MID,2.3,33.3,7.0,11.0,,0.2,45.0,,1.4,3.7,0.18,0.5,0.02,0.0,0.7,,,,1.1,,,0.6,1.0,,,0.0,0.5,,2.0
Luis Rioja,Valencia CF,MID,1.2,22.8,3.0,4.0,,,22.0,,1.1,2.6,0.16,1.5,0.09,1.2,0.4,,0.12,,0.7,,,0.6,,,,0.2,1.3,2.0,1.0
Luis Vazquez,Getafe,ATT,,,,,,,1.0,,,0.1,,0.3,,0.7,,,,,,,,,,,,,,1.0,
Luiz Felipe,Rayo Vallecano,DEF,,,,,,,,,,0.0,,0.4,,0.1,,,,,,,,,,,,,,,1.0
Luiz Junior,Villarreal,GK,,16.3,,,,,,7.0,2.0,0.0,0.0,,,,0.1,0.9,,-0.0,0.1,1.0,,,,73.0,2.6,,,,3.0
Luka Ilic,Real Oviedo,ATT,1.2,21.8,,,2.0,0.5,1.0,,1.2,0.4,0.07,0.4,0.07,0.4,2.3,,0.17,,0.7,,,0.5,1.0,,,0.5,0.2,1.0,2.0
Luka Sucic,Real Sociedad,ATT,,,,,1.0,,3.0,,,0.1,,0.8,,0.5,,,,,,,,,,,,,,,1.0
Léo Pétrot,Elche,DEF,1.5,48.0,,1.0,,0.8,2.0,,4.7,0.2,0.02,0.4,0.05,,1.1,,,,0.7,,,0.1,,,,,0.2,,1.0
Manor Solomon,Villarreal,ATT,,,1.0,1.0,,,2.0,,,0.4,,0.4,,0.2,,,,,,,,,,,,,,1.0,
Manu Bueno,Sevilla,MID,,,,,,,2.0,,,0.2,,0.0,,,,,,,,,,,,,,,,,
Manu Fernandez,Celta de Vigo,DEF,2.9,56.0,,,,0.4,2.0,,3.8,0.1,0.01,0.1,0.01,,0.9,,,,0.9,1.0,,0.3,,,,,0.1,,2.0
Manu Morlanes,Mallorca,MID,1.3,38.3,,1.0,,0.2,9.0,,1.3,0.8,0.08,0.6,0.06,0.9,1.2,,0.1,,1.1,,,0.3,1.0,,,0.1,0.4,1.0,1.0
Manuel Sánchez,Levante,DEF,0.8,23.1,1.0,1.0,1.0,0.2,11.0,,3.0,0.7,0.04,0.6,0.04,0.6,1.0,,0.06,,1.1,,,0.3,,,,0.1,0.5,1.0,5.0
Marash Kumbulla,Mallorca,DEF,,,,,,,1.0,,,0.0,,0.1,,,,,,,,,,,,,,,,,1.0
Marc Aguado,Elche,MID,0.7,43.0,1.0,,,0.9,2.0,,1.7,0.4,0.02,0.0,0.0,,0.7,,,,1.9,,,0.4,,,,,,,1.0
Marc Bartra,Real Betis,DEF,3.4,42.4,,,,1.3,4.0,,7.1,0.4,0.02,0.3,0.01,0.6,0.8,,0.06,,1.3,1.0,,0.1,,,,0.2,0.3,1.0,3.0
Marc Bernal,Barcelona,MID,,,1.0,1.0,,,2.0,,,0.3,,0.1,,,,,,,,,,,,,,,,,1.0
Marc Casado,Barcelona,MID,1.5,76.4,1.0,,,0.3,9.0,,0.6,0.5,0.07,0.4,0.06,,2.4,,,,0.8,,,0.1,,,,,0.3,,
Marc Domenech,Mallorca,ATT,,,1.0,1.0,,,2.0,,,0.2,,0.1,,,,,,,,,,,,,,,,,
Marc Pubill,Atlético de Madrid,DEF,,,1.0,1.0,,,2.0,,,0.4,,0.1,,0.1,,,,,,,,,,,,,,,1.0
Marc Roca,Real Betis,MID,2.3,41.0,1.0,2.0,2.0,0.2,10.0,,1.4,0.8,0.06,1.0,0.08,1.0,2.0,,,,0.9,,,0.8,,,,0.3,0.5,,1.0
Marc-Andre ter Stegen,Girona,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Marcao,Sevilla,DEF,2.5,39.1,,,1.0,0.5,,,5.7,0.1,0.01,0.7,0.07,0.1,2.1,,,,0.5,1.0,,,1.0,,,0.2,0.1,,2.0
Marco Esteban,Real Oviedo,Code_1,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Marcos Alonso,Celta de Vigo,DEF,4.3,67.6,,,,0.5,8.0,,5.5,1.0,0.06,1.5,0.09,1.0,0.6,,0.06,,1.1,2.0,,0.2,,,,0.1,0.3,1.0,2.0
Marcos Llorente,Atlético de Madrid,DEF,2.5,54.0,3.0,7.0,1.0,0.1,15.0,,2.4,2.6,0.16,1.6,0.1,1.4,1.1,,,,0.5,,,0.2,,,,0.3,0.6,,3.0
Marcus Rashford,Barcelona,ATT,0.9,32.6,6.0,5.0,9.0,0.1,31.0,,0.9,3.5,0.26,5.5,0.42,4.8,0.4,,0.3,,0.1,,,0.6,,,,1.5,1.4,4.0,2.0
Mariano Diaz,Alavés,ATT,,,,2.0,,,2.0,,,0.2,,0.2,,0.4,,,,,,,,,,,,,,,1.0
Mario Martin,Getafe,MID,1.0,19.2,,,,0.2,7.0,,0.9,0.5,0.03,1.1,0.07,1.4,2.9,,0.13,,0.4,,,0.6,,,,0.3,0.6,2.0,7.0
Marko Dmitrovic,Espanyol,GK,,14.9,,,,,1.0,7.0,0.8,0.1,0.01,,,,,1.2,,-0.5,,,,,,72.2,3.2,,,,
Maroan Sannadi,Athletic Club,ATT,,,,1.0,,,2.0,,,0.1,,1.0,,1.1,,,,,,,,,,,,,,1.0,1.0
Martim Neto,Elche,MID,0.7,36.1,4.0,3.0,1.0,0.1,18.0,,0.9,1.5,0.14,0.8,0.07,1.3,1.2,,0.18,,0.2,,,0.2,,,,0.4,1.6,2.0,1.0
Martin Satriano,Getafe,ATT,,,,,,,3.0,,,0.1,,0.2,,0.1,,,,,,,,,,,,,,,2.0
Martin Valjent,Mallorca,DEF,2.7,36.9,,,,0.5,1.0,,6.0,0.2,0.01,0.6,0.03,1.6,0.9,,,,0.5,2.0,,0.0,,,,0.3,0.2,,2.0
Mateo Joseph,Mallorca,ATT,0.1,12.6,2.0,3.0,6.0,0.2,10.0,,1.1,0.5,0.03,3.7,0.27,2.2,0.9,,0.14,,0.6,,1.0,0.4,,,,0.7,0.8,2.0,2.0
Mateu Morey,Mallorca,DEF,1.5,23.2,,1.0,,0.3,3.0,,3.3,0.3,0.04,0.3,0.05,0.7,2.0,,0.16,,1.0,,,0.5,,,,0.3,0.7,1.0,2.0
Mathew Ryan,Levante,GK,,20.6,,,,,,4.0,1.2,0.0,0.0,,,,,1.5,,3.9,0.1,,,,,72.1,3.9,,,,2.0
Matias Dituro,Elche,GK,,,,,,,1.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,1.0
Matias Moreno,Levante,DEF,1.7,33.3,,,1.0,0.9,2.0,,5.7,0.2,0.01,0.4,0.03,,0.9,,,,1.7,,,,,,,,0.2,,3.0
Matteo Ruggeri,Atlético de Madrid,DEF,2.2,38.9,,1.0,,0.1,12.0,,3.4,1.6,0.15,0.1,0.01,0.5,1.9,,,,0.8,,,0.3,,,,0.2,0.2,,2.0
Mauro Arambarri,Getafe,MID,1.2,17.4,1.0,1.0,3.0,0.2,10.0,,1.0,0.4,0.02,2.9,0.13,2.9,1.4,,0.14,,0.6,,,0.6,,,,0.5,0.6,3.0,3.0
Miguel Angel Sierra,Sevilla,Code_3,,,,,,,,,,0.0,,0.2,,0.2,,,,,,,,,,,,,,,
Miguel Román,Celta de Vigo,MID,3.4,43.5,,2.0,1.0,0.6,10.0,,1.3,0.7,0.07,0.9,0.09,0.7,2.0,,0.1,,0.8,,,0.3,,,,0.1,0.2,1.0,3.0
Miguel Rubio,Espanyol,DEF,,,,,,,,,,0.0,,0.7,,0.8,,,,,,,,,,,,,,1.0,
Mihailo Ristic,Celta de Vigo,DEF,,,,,,,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Mikel Goti,Real Sociedad,ATT,,,,,1.0,,,,,0.0,,0.3,,,,,,,,,,,,,,,,,
Mikel Jauregizar,Athletic Club,MID,1.9,36.3,,1.0,,0.0,21.0,,1.0,1.9,0.09,1.3,0.06,0.9,1.2,,0.05,,1.8,,,0.6,,,,0.2,0.2,1.0,2.0
Mikel Oyarzabal,Real Sociedad,ATT,0.5,16.7,3.0,9.0,11.0,0.1,28.0,,0.9,2.6,0.14,8.8,0.48,8.7,0.8,,0.43,,0.1,,,0.9,,,,1.3,1.1,8.0,2.0
Mikel Vesga,Athletic Club,MID,4.2,42.4,,,1.0,,1.0,,2.5,0.1,0.04,0.1,0.05,,1.8,,,,2.5,,,1.1,,,,,0.7,,
Moi Gomez,Osasuna,MID,4.3,55.7,,1.0,,0.1,7.0,,0.7,1.0,0.1,0.3,0.03,0.1,1.3,,,,0.8,1.0,,0.6,,,,0.2,0.4,,1.0
Mouctar Diakhaby,Valencia CF,DEF,,,,,,,1.0,,,0.1,,0.5,,0.9,,,,,,,1.0,,,,,,,1.0,3.0
Mourad Daoudi,Elche,ATT,,,,,,,1.0,,,0.0,,0.1,,,,,,,,,,,,,,,,,
Moussa Diarra,Alavés,DEF,,,,,,,1.0,,,0.0,,,,,,,,,,,,,,,,,,,1.0
Nacho Vidal,Real Oviedo,DEF,1.9,29.2,,,2.0,0.3,2.0,,3.5,0.3,0.03,1.2,0.1,0.7,1.1,,,,1.3,,,,,,,0.2,0.5,,2.0
Nahuel Molina,Atlético de Madrid,DEF,1.4,39.0,1.0,2.0,,0.4,12.0,,1.9,0.7,0.1,0.0,0.0,,1.1,,,,1.0,,,0.3,,,,,0.6,,1.0
Nahuel Tenaglia,Alavés,DEF,2.1,33.7,,,1.0,0.8,4.0,,4.9,0.2,0.01,0.8,0.04,1.2,0.7,,0.05,,1.1,,1.0,0.1,,,,0.1,0.4,1.0,2.0
Natan,Real Betis,DEF,2.3,40.6,,,,0.6,5.0,,7.8,0.1,0.01,0.3,0.02,0.6,0.7,,,,1.3,,,0.1,,,,0.1,0.1,,5.0
Neal Maupay,Sevilla,ATT,,,,,,,,,,0.0,,0.0,,0.5,,,,,,,,,,,,,,1.0,
Nelson Deossa,Real Betis,MID,0.9,30.7,,,,,4.0,,1.4,0.3,0.04,0.4,0.06,,2.6,,,,0.5,,,0.7,,,,,3.5,,2.0
Nemanja Gudelj,Sevilla,MID,2.3,39.2,,,,0.6,2.0,,4.7,0.2,0.02,0.5,0.04,1.1,1.7,,0.07,,0.8,,,0.1,,,,0.4,0.3,1.0,5.0
Nico Serrano,Athletic Club,ATT,,,,,,,3.0,,,0.3,,0.3,,,,,,,,,,,,,,,,,
Nico Williams,Athletic Club,ATT,0.4,22.9,2.0,5.0,4.0,,25.0,,0.5,4.3,0.31,4.4,0.32,4.6,1.1,,0.29,,0.4,,1.0,1.2,,,,0.9,3.3,4.0,1.0
Nicolas Fonseca,Real Oviedo,MID,,,,,,,1.0,,,0.0,,0.1,,,,,,,,,,,,,,,,,2.0
Nicolas Pépé,Villarreal,ATT,0.4,27.9,3.0,7.0,6.0,,32.0,,0.9,3.5,0.27,5.1,0.39,2.8,0.9,,0.15,,0.9,,1.0,0.8,,,,0.9,2.1,2.0,2.0
Nicolás González,Atlético de Madrid,MID,1.3,24.4,,3.0,4.0,0.2,9.0,,1.5,1.7,0.15,2.4,0.21,3.3,1.7,,0.09,,0.8,,1.0,0.6,,,,1.1,1.3,1.0,3.0
Nobel Mendy,Rayo Vallecano,DEF,2.5,41.8,,,2.0,1.0,1.0,,6.5,0.0,0.0,1.4,0.12,0.5,1.6,,0.09,,1.0,1.0,,,1.0,,,0.2,0.3,1.0,3.0
Odysseas Vlachodimos,Sevilla,GK,,21.0,,,,,,3.0,1.1,0.0,0.0,,,,,1.7,,3.5,,,,,,66.3,3.3,,,,2.0
Oier Luengo,Real Oviedo,DEF,,,1.0,,,,1.0,,,0.0,,0.0,,,,,,,,,,,,,,,,,1.0
Oihan Sancet,Athletic Club,ATT,1.0,25.3,,,3.0,0.2,16.0,,0.6,0.6,0.05,3.3,0.28,2.1,1.4,,0.08,,0.3,,1.0,0.7,1.0,,,0.6,0.6,1.0,2.0
Omar El Hilali,Espanyol,DEF,2.1,33.8,2.0,2.0,,0.4,9.0,,2.4,1.4,0.08,0.0,0.0,,1.4,,,,1.3,1.0,,0.1,,,,,0.1,,5.0
Omar Falah,Real Oviedo,Code_3,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Omar Mascarell,Mallorca,MID,2.9,32.1,1.0,1.0,,0.6,5.0,,3.3,0.2,0.01,0.1,0.0,0.0,1.2,,0.09,,1.7,,,0.2,,,,0.1,0.2,1.0,3.0
Oriol Rey,Levante,MID,1.8,32.6,,,,0.2,2.0,,2.2,0.2,0.03,0.3,0.04,0.2,1.3,,,,0.7,,,0.1,,,,0.1,0.1,,2.0
Orri Oskarsson,Real Sociedad,ATT,,,,1.0,2.0,,1.0,,,0.1,,0.5,,1.6,,,,,,,,,,,,,,1.0,
Oscar Mingueza,Celta de Vigo,MID,2.1,47.5,2.0,4.0,,0.4,18.0,,1.7,3.1,0.23,0.6,0.04,0.6,0.6,,0.07,,0.3,,,0.2,,,,0.3,0.7,1.0,3.0
Oscar Trejo,Rayo Vallecano,ATT,,,,,,,3.0,,,0.3,,0.2,,0.4,,,,,,,,,,,,,,,2.0
Oscar Valentin,Rayo Vallecano,MID,1.0,33.7,,1.0,,0.4,3.0,,2.7,0.9,0.07,0.3,0.03,0.4,1.3,,,,1.1,,,0.1,1.0,,,0.1,,,2.0
Oso,Sevilla,MID,,,1.0,2.0,1.0,,10.0,,,0.6,,0.6,,0.4,,,,,,1.0,,,,,,,,,1.0
Ovie Ejaria,Real Oviedo,MID,,,,,,,1.0,,,0.4,,0.1,,0.0,,,,,,,,,,,,,,,1.0
Pablo Agudin,Real Oviedo,Code_2,,,,,,,,,,0.0,,0.0,,,,,,,,1.0,,,,,,,,,
Pablo Barrios,Atlético de Madrid,MID,2.4,50.2,1.0,3.0,1.0,0.1,20.0,,0.7,2.0,0.12,1.7,0.1,1.5,0.7,,0.06,,1.3,1.0,,0.6,,,,0.3,1.8,1.0,
Pablo Cunat,Levante,GK,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Pablo Durán,Celta de Vigo,ATT,0.9,15.1,1.0,1.0,2.0,0.1,5.0,,1.0,1.0,0.1,2.4,0.24,1.7,1.2,,0.2,,0.3,,,0.7,,,,0.8,0.5,2.0,
Pablo Fornals,Real Betis,MID,3.2,46.0,4.0,4.0,1.0,0.1,46.0,,0.8,3.7,0.19,2.9,0.14,4.1,1.0,,0.3,,1.1,,,1.0,,,,0.7,0.8,6.0,1.0
Pablo Garcia,Real Betis,ATT,1.2,17.4,,,1.0,,2.0,,0.2,0.1,0.03,1.1,0.28,0.6,1.2,,,,1.0,,,0.7,,,,1.0,1.2,,1.0
Pablo Ibánez,Alavés,MID,1.0,35.7,1.0,1.0,3.0,0.5,11.0,,1.5,1.0,0.07,3.5,0.23,2.3,1.7,,0.07,,0.9,,,0.5,,,,0.6,1.7,1.0,4.0
Pablo Maffeo,Mallorca,DEF,1.4,21.8,,,,0.8,7.0,,3.4,0.6,0.04,0.2,0.01,0.3,0.8,,0.06,,1.2,,,0.2,,,,0.1,1.5,1.0,5.0
Pablo Marin,Real Sociedad,ATT,0.5,22.1,,,2.0,0.1,6.0,,0.8,0.6,0.06,1.1,0.12,0.7,1.6,,,,0.2,,,0.2,,,,0.5,1.1,,1.0
Pablo Martinez,Levante,MID,1.9,24.9,2.0,4.0,1.0,0.8,15.0,,1.6,1.7,0.14,1.7,0.15,1.6,1.5,,0.09,,1.2,,,0.4,,,,0.3,0.8,1.0,2.0
Pablo Torre,Mallorca,ATT,2.9,37.5,2.0,1.0,1.0,0.3,19.0,,1.0,1.6,0.2,0.7,0.08,0.8,2.2,,0.13,,0.6,,,0.3,,,,0.5,0.6,1.0,2.0
Paco Cortes,Levante,MID,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Pape Gueye,Villarreal,MID,3.4,39.2,1.0,2.0,1.0,0.4,10.0,,2.1,1.4,0.13,1.0,0.09,0.5,1.7,,0.19,,1.1,,,0.8,,,,0.5,0.5,2.0,5.0
Pathé Ciss,Rayo Vallecano,MID,3.7,53.0,,,2.0,0.6,7.0,,2.9,0.3,0.02,1.6,0.13,1.6,1.3,,0.08,,1.4,,,0.1,2.0,,,0.5,0.3,1.0,4.0
Pau Cubarsi,Barcelona,DEF,1.9,81.0,,1.0,,0.5,4.0,,3.6,0.5,0.03,0.3,0.02,,0.8,,,,1.0,,,,,,,,0.1,,1.0
Pau Lopez,Real Betis,GK,,,,,,,,2.0,,0.0,,,,,,,,,,,,,,,,,,,1.0
Pau Navarro,Villarreal,DEF,,,,1.0,,,2.0,,,0.1,,0.0,,0.3,,,,,,,,,,,,,,,3.0
Paulo Gazzaniga,Girona,GK,,22.4,,,,,,4.0,1.2,0.0,0.0,,,,0.1,1.5,,2.1,,1.0,,,1.0,68.9,3.4,,,,3.0
Pedri,Barcelona,MID,3.5,82.1,5.0,5.0,4.0,0.1,38.0,,0.9,3.3,0.24,1.5,0.11,1.6,0.6,,0.15,,1.0,,,0.8,1.0,,,0.7,1.8,2.0,
Pedro Bigas,Elche,DEF,3.5,65.7,2.0,3.0,1.0,0.7,8.0,,3.5,0.9,0.06,0.5,0.04,0.0,0.9,,,,1.3,,,,,,,0.1,0.2,,2.0
Pedro Diaz,Rayo Vallecano,MID,1.3,32.9,,2.0,,,17.0,,0.8,0.8,0.06,0.8,0.06,0.5,0.7,,,,0.2,,,0.6,,,,0.3,0.5,,1.0
Pelayo Fernandez,Rayo Vallecano,DEF,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,
Pep Chavarria,Rayo Vallecano,DEF,1.9,37.5,2.0,3.0,1.0,0.6,16.0,,2.7,2.1,0.1,0.5,0.02,0.2,1.2,,0.05,,1.2,2.0,,0.0,1.0,,,0.1,0.6,1.0,4.0
Pepelu,Valencia CF,MID,3.9,51.7,,1.0,2.0,0.3,18.0,,2.5,1.9,0.11,3.5,0.2,2.4,1.4,,0.11,,0.9,,,0.2,,,,0.2,0.4,2.0,3.0
Pere Milla,Espanyol,ATT,0.7,16.9,,3.0,5.0,0.2,25.0,,0.7,1.8,0.12,5.8,0.38,7.8,1.0,,0.39,,0.7,,,0.9,1.0,,,1.1,0.4,6.0,4.0
Pol Lozano,Espanyol,MID,1.5,32.6,,,,0.1,13.0,,0.9,1.1,0.07,0.3,0.02,0.7,2.8,,0.06,,0.9,1.0,,0.2,,,,0.2,0.1,1.0,6.0
Rafa Marin,Villarreal,DEF,2.9,47.7,,,,0.8,3.0,,5.8,0.5,0.03,0.3,0.02,0.5,0.6,,0.07,,1.0,1.0,,,,,,0.1,0.1,1.0,1.0
Rafa Mir,Elche,ATT,0.7,18.4,,1.0,7.0,0.1,6.0,,1.0,0.9,0.06,5.6,0.38,5.9,2.1,,0.41,,0.3,,,0.7,,,,1.6,0.3,6.0,1.0
Rahim Alhassane,Real Oviedo,DEF,1.3,30.6,,2.0,,0.4,14.0,,3.8,0.8,0.05,0.0,0.0,,0.4,,,,1.5,,,0.1,,,,,0.4,,1.0
Ramon Martinez,Sevilla,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Ramon Terrats,Espanyol,MID,0.8,17.0,,2.0,,0.4,5.0,,0.8,0.3,0.07,0.7,0.13,0.9,1.0,,0.2,,1.4,,,1.2,,,,0.2,0.6,1.0,
Randy Nteka,Rayo Vallecano,ATT,,,,,,,1.0,,,0.0,,0.2,,,,,,,,,,,,,,,,,
Raphinha,Barcelona,ATT,1.8,35.3,3.0,9.0,2.0,,27.0,,0.6,4.4,0.45,6.1,0.63,6.0,0.7,,0.82,,0.1,,1.0,0.5,,,,1.1,1.2,8.0,2.0
Raul Asencio,Real Madrid,DEF,2.0,53.2,,,1.0,0.7,4.0,,3.2,0.5,0.04,0.8,0.07,1.5,0.9,,0.17,,0.5,,,0.1,,,,0.3,0.1,2.0,2.0
Raul Garcia,Osasuna,ATT,0.7,14.2,,,3.0,0.1,5.0,,1.1,0.7,0.1,3.4,0.47,4.2,0.5,,0.41,,0.8,,,0.7,,,,1.6,1.2,3.0,1.0
Raul Moro,Osasuna,ATT,,,,,,,1.0,,,0.1,,0.0,,,,,,,,,,,,,,,,,
Renato Veiga,Villarreal,DEF,3.2,48.4,,,,1.1,1.0,,5.5,0.2,0.01,0.2,0.01,0.1,0.7,,,,0.7,,,0.1,1.0,,,0.2,,,2.0
Ricardo Rodriguez,Real Betis,DEF,1.2,34.2,1.0,1.0,,0.2,5.0,,4.7,0.3,0.03,0.1,0.01,,0.5,,,,0.6,,,0.1,,,,,0.1,,
Robert Lewandowski,Barcelona,ATT,0.2,13.7,1.0,3.0,12.0,,9.0,,0.6,0.8,0.08,9.2,0.99,6.5,1.0,,0.96,,0.2,,,0.8,,,,2.3,0.6,9.0,2.0
Robert Navarro,Athletic Club,ATT,0.3,24.0,1.0,3.0,,0.1,13.0,,1.1,1.2,0.17,2.9,0.39,3.3,1.5,,0.54,,0.5,,,0.4,,,,0.8,1.3,4.0,1.0
Roberto Fernández,Espanyol,ATT,,9.3,2.0,6.0,4.0,0.1,16.0,,1.1,2.3,0.13,5.5,0.31,6.0,1.3,,0.28,,0.2,,1.0,0.8,,,,0.9,0.3,5.0,1.0
Robin Le Normand,Atlético de Madrid,DEF,1.3,48.3,,,1.0,0.3,1.0,,5.0,0.2,0.02,0.4,0.04,0.2,1.1,,0.08,,0.6,,,0.2,,,,0.1,,1.0,2.0
Rodrigo Mendoza,Elche,MID,2.1,39.3,,1.0,,,10.0,,0.6,0.9,0.1,0.7,0.07,0.9,2.2,,0.11,,0.5,,,0.3,,,,0.2,1.7,1.0,4.0
Rodrigo Riquelme,Real Betis,ATT,0.8,30.1,1.0,1.0,3.0,,13.0,,0.6,1.0,0.15,1.6,0.24,0.6,0.9,,,,0.5,,,0.8,,,,0.6,1.1,,1.0
Rodrygo,Real Madrid,ATT,0.3,39.7,3.0,7.0,1.0,,16.0,,0.4,2.0,0.28,1.9,0.27,2.9,0.7,,0.14,,0.4,,1.0,1.1,,,,1.4,2.4,1.0,3.0
Roger Brugué,Levante,ATT,0.3,16.8,1.0,2.0,4.0,0.1,6.0,,1.6,0.7,0.07,2.2,0.22,1.6,1.1,,,,0.4,,,0.2,,,,0.5,0.9,,1.0
Ronald Araujo,Barcelona,DEF,1.7,60.9,,,,0.6,1.0,,3.4,0.1,0.02,0.4,0.05,1.5,1.9,,0.28,,1.1,1.0,,0.3,,,,0.6,,2.0,2.0
Roony Bardghji,Barcelona,ATT,1.0,40.7,1.0,3.0,3.0,,8.0,,0.7,1.0,0.35,1.0,0.36,1.2,0.3,,0.35,,,,,0.7,,,,3.1,4.9,1.0,
Ruben Vargas,Sevilla,ATT,1.6,23.5,4.0,3.0,,,11.0,,0.6,1.2,0.12,2.0,0.21,2.0,0.6,,0.31,,0.4,,,0.8,,,,0.5,0.9,3.0,1.0
Rubén Garcia,Osasuna,ATT,1.8,27.3,5.0,7.0,,,26.0,,1.2,3.5,0.26,1.3,0.1,0.6,1.2,,0.15,,0.6,,,0.7,,,,0.4,0.5,2.0,2.0
Rubén Iranzo,Valencia CF,DEF,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Rubén Sánchez,Espanyol,DEF,2.4,32.9,,,,0.8,2.0,,3.1,0.3,0.06,0.1,0.01,,1.0,,,,1.8,2.0,,0.2,,,,,2.2,,2.0
